date,title,label,label_volatility,impact_type,impact_class,section,sentiment,title_len,num_words,clean_title,ticker
2021-07-12,ВТБ может заняться проектами в сфере развития социальной инфраструктуры в Петербурге,-1,0,trend,down,russia,0,84,7,мочь заняться проект сфера развитие социальный инфраструктура,VTBR
2021-07-26,ВТБ консолидировал 100% Запсибкомбанка,0,0,trend,neutral,business,0,38,2,консолидировать запсибкомбанк,VTBR
2021-08-09,"Казахстанская ""дочка"" ВТБ увеличила полугодовую прибыль по МСФО в 1,5 раза",1,0,trend,up,business,1,74,6,казахстанский дочка увеличить полугодовой прибыль раз,VTBR
2021-10-18,Структура ВТБ в сентябре экспортировала рекордные 750 000 т пшеницы,0,1,"trend,volatility",neutral_vol,business,0,67,5,структура сентябрь экспортировать рекордный пшеница,VTBR
2021-10-18,"ВТБ Капитал выплатит $6,4 млн для урегулирования дела о кредитах Мозамбику",0,1,"trend,volatility",neutral_vol,business,0,74,5,выплатить млн урегулирование дело кредит,VTBR
2021-10-18,Структура ВТБ в сентябре экспортировала рекордные 750 000 т пшеницы,0,1,"trend,volatility",neutral_vol,business,0,67,5,структура сентябрь экспортировать рекордный пшеница,VTBR
2021-10-18,"ВТБ Капитал выплатит $6,4 млн для урегулирования дела о кредитах Мозамбику",0,1,"trend,volatility",neutral_vol,business,0,74,5,выплатить млн урегулирование дело кредит,VTBR
2021-11-17,"ВТБ выходит из ""Магнита"" через размещение акций на рынке и сделку с группой Винокурова",0,0,trend,neutral,business,0,86,6,выходить размещение акция рынок сделка группа,VTBR
2021-11-18,Марафон ВТБ в ритейле закончен. Обзор,-1,1,"trend,volatility",down_vol,business,0,37,4,марафон ритейль закончить обзор,VTBR
2021-11-18,"Экс топ-менеджер Почта банка купил у ВТБ контроль в СК ""Тюмень-Полис""",-1,1,"trend,volatility",down_vol,business,0,69,5,топ-менеджер банк купить контроль тюмень-полис,VTBR
2021-12-27,Набсовет ВТБ назначил нового члена правления,1,0,trend,up,business,0,44,4,назначить новый член правление,VTBR
2021-12-27,"ВТБ в ноябре снизил запасы драгметаллов на 7,5 тонны",1,0,trend,up,business,0,52,5,ноябрь снизить запас драгметалл тонна,VTBR
2021-12-27,Набсовет ВТБ назначил нового члена правления,1,0,trend,up,business,0,44,4,назначить новый член правление,VTBR
2021-12-27,"ВТБ в ноябре снизил запасы драгметаллов на 7,5 тонны",1,0,trend,up,business,0,52,5,ноябрь снизить запас драгметалл тонна,VTBR
2022-01-31,ВТБ готов подать частную концессионную инициативу по кампусу в Челябинске,-1,0,trend,down,business,0,73,6,готовый подать частный концессионный инициатива кампус,VTBR
2022-04-14,"ВТБ поднимет ставку по кредитам для компаний ""ТНС энерго""",0,1,"trend,volatility",neutral_vol,business,0,57,4,поднять ставка кредит компания,VTBR
2022-04-18,"ВТБ предложил запретить упоминание ""неподсанкционности"" как конкурентного преимущества",-1,0,trend,down,business,0,86,6,предложить запретить упоминание неподсанкционность конкурентный преимущество,VTBR
2022-04-18,"ВТБ предложил запретить упоминание ""неподсанкционности"" как конкурентного преимущества",-1,0,trend,down,business,0,86,6,предложить запретить упоминание неподсанкционность конкурентный преимущество,VTBR
2022-04-19,ВТБ выплатил купон по субординированным долларовым евробондам в рублях,1,0,trend,up,business,0,70,6,выплатить купон субординированный долларовый евробонд рубль,VTBR
2022-04-19,ВТБ выплатил купон по субординированным долларовым евробондам в рублях,1,0,trend,up,business,0,70,6,выплатить купон субординированный долларовый евробонд рубль,VTBR
2022-04-25,Правительство предписало ВТБ отказаться от дивидендов за 2021 год,0,0,trend,neutral,business,0,65,6,правительство предписать отказаться дивиденд 2021 год,VTBR
2022-04-25,Правительство предписало ВТБ отказаться от дивидендов за 2021 год,0,0,trend,neutral,business,0,65,6,правительство предписать отказаться дивиденд 2021 год,VTBR
2022-05-23,"ЦСКА удвоил преимущество над ""Зенитом"" в финальной серии Единой лиги ВТБ",0,0,trend,neutral,https:,0,72,6,удвоить преимущество финальный серия единый лига,VTBR
2022-06-27,"ЦБ РФ сможет продать ""Открытие"" банку ВТБ без торгов и предварительного согласия ФАС",1,0,trend,up,business,0,84,7,смочь продать открытие банк торг предварительный согласие,VTBR
2022-10-31,"ЦСКА обыграл ""Зенит"", одержав седьмую победу подряд в Единой лиге ВТБ",-1,0,trend,down,https:,0,69,7,обыграть одержать седьмой победа подряд единый лига,VTBR
2022-10-31,ВТБ инициировал банкротство основателя OR Group Титова,-1,0,trend,down,business,-1,54,3,инициировать банкротство основатель,VTBR
2022-10-31,"ЦСКА обыграл ""Зенит"", одержав седьмую победу подряд в Единой лиге ВТБ",-1,0,trend,down,https:,0,69,7,обыграть одержать седьмой победа подряд единый лига,VTBR
2022-10-31,ВТБ инициировал банкротство основателя OR Group Титова,-1,0,trend,down,business,-1,54,3,инициировать банкротство основатель,VTBR
2022-12-05,ВТБ по согласованию с ЦБ приостановил выплаты по ряду субордов,-1,0,trend,down,business,0,62,5,согласование приостановить выплата ряд субордов,VTBR
2022-12-05,"Сделка по покупке банком ВТБ активов ""Открытия"" будет завершена до конца 2022 года",-1,0,trend,down,business,0,82,9,сделка покупка банк актив открытие завершить конец 2022 год,VTBR
2022-12-14,В SDN List Минфина США включены Росбанк и структуры группы ВТБ,-1,0,trend,down,business,0,62,3,включить структура группа,VTBR
2022-12-14,"ВТБ ожидает, что расширение льготной ипотеки обеспечит спрос на годы вперед",-1,0,trend,down,russia,0,75,8,ожидать расширение льготный ипотека обеспечить спрос год вперед,VTBR
2022-12-21,"ВТБ ждет операционной синергии от покупки ""Открытия""",1,0,trend,up,business,0,52,5,ждать операционный синергия покупка открытие,VTBR
2022-12-26,"Банк ""Открытие"" может выплатить дивиденды по итогам 2022 года, их получит ВТБ",-1,0,trend,down,business,1,77,8,открытие мочь выплатить дивиденд итог 2022 год получить,VTBR
2023-01-06,ВТБ обратился за лицензией на разблокировку активов клиентов в Euroclear и Clearstream,1,1,"trend,volatility",up_vol,business,0,86,5,обратиться лицензия разблокировка актив клиент,VTBR
2023-03-20,"Костин заявил, что ВТБ ждет рекордной прибыли в I квартале этого года",0,0,trend,neutral,business,0,69,7,заявить ждать рекордный прибыль i квартал год,VTBR
2023-03-22,"ВТБ запланировал выплаты по евробондам, учитываемым иностранными депозитариями",-1,0,trend,down,business,0,78,6,запланировать выплата евробонд учитывать иностранный депозитарий,VTBR
2023-04-03,"Баскетболисты ЦСКА второй раз подряд обыграли ""Автодор"" в четвертьфинале Единой лиги ВТБ",-1,0,trend,down,https:,0,88,8,баскетболист второй раз подряд обыграть четвертьфинал единый лига,VTBR
2023-04-24,ВТБ предложил поднять лимиты по ипотеке с господдержкой в ряде регионов,1,1,"trend,volatility",up_vol,business,0,71,7,предложить поднять лимит ипотека господдержка ряд регион,VTBR
2023-04-24,ВТБ предложил поднять лимиты по ипотеке с господдержкой в ряде регионов,1,1,"trend,volatility",up_vol,business,0,71,7,предложить поднять лимит ипотека господдержка ряд регион,VTBR
2023-05-02,Баскетбольный ЦСКА впервые не вышел в финал Единой лиги ВТБ,-1,0,trend,down,https:,0,59,6,баскетбольный впервые выйти финал единый лига,VTBR
2023-05-02,Баскетбольный ЦСКА впервые не вышел в финал Единой лиги ВТБ,-1,0,trend,down,https:,0,59,6,баскетбольный впервые выйти финал единый лига,VTBR
2023-05-03,США до конца июня продлили срок лицензии на сворачивание DR-программы ВТБ,0,0,trend,neutral,business,0,73,6,конец июнь продлить срок лицензия сворачивание,VTBR
2023-05-04,"Европейская ""дочка"" ВТБ свернет розничную онлайн-платформу VTB Direktbank",1,1,"trend,volatility",up_vol,business,0,73,5,европейский дочка свернуть розничный онлайн-платформа,VTBR
2023-05-15,ЦСКА впервые завоевал бронзу Единой лиги ВТБ,1,1,"trend,volatility",up_vol,https:,0,44,5,впервые завоевать бронза единый лига,VTBR
2023-05-15,ЦСКА впервые завоевал бронзу Единой лиги ВТБ,1,1,"trend,volatility",up_vol,https:,0,44,5,впервые завоевать бронза единый лига,VTBR
2023-05-15,УНИКС впервые выиграл Единую лигу ВТБ,1,1,"trend,volatility",up_vol,https:,0,37,4,впервые выиграть единый лига,VTBR
2023-05-15,ЦСКА впервые завоевал бронзу Единой лиги ВТБ,1,1,"trend,volatility",up_vol,https:,0,44,5,впервые завоевать бронза единый лига,VTBR
2023-05-15,УНИКС впервые выиграл Единую лигу ВТБ,1,1,"trend,volatility",up_vol,https:,0,37,4,впервые выиграть единый лига,VTBR
2023-05-15,УНИКС впервые выиграл Единую лигу ВТБ,1,1,"trend,volatility",up_vol,https:,0,37,4,впервые выиграть единый лига,VTBR
2023-06-06,"ВТБ начал принимать ""замещающие"" бонды в качестве обеспечения маржинальных сделок",-1,0,trend,down,business,0,81,8,начать принимать замещать бонд качество обеспечение маржинальный сделка,VTBR
2023-06-06,"ВТБ начал принимать ""замещающие"" бонды в качестве обеспечения маржинальных сделок",-1,0,trend,down,business,0,81,8,начать принимать замещать бонд качество обеспечение маржинальный сделка,VTBR
2023-06-08,"ВТБ в 2024 году планирует возобновить выплату купонов по ""вечным"" субордам",1,0,trend,up,business,0,74,8,2024 год планировать возобновить выплата купон вечный субордам,VTBR
2023-06-14,ВТБ заявил о готовности ключевых потребителей зерна из РФ расплачиваться рублями и юанями,-1,0,trend,down,russia,0,89,8,заявить готовность ключевой потребитель зерно расплачиваться рубль юань,VTBR
2023-07-05,"ВТБ вышел из капитала ""Деметра-холдинга""",0,0,trend,neutral,business,0,40,2,выйти капитал,VTBR
2023-07-05,ВТБ ждет прибыли по МСФО в первом полугодии в сумме более 280 млрд рублей,0,0,trend,neutral,business,0,73,8,ждать прибыль первый полугодие сумма более млрд рубль,VTBR
2023-07-06,"ВТБ изучает варианты замещения ""вечных"" евробондов для ""дружественных"" держателей",1,1,"trend,volatility",up_vol,business,0,81,7,изучать вариант замещение вечный евробонд дружественный держатель,VTBR
2023-07-06,"ВТБ оставит ""Росгосстрах"" в периметре группы, если за СК не предложат хорошую цену",1,1,"trend,volatility",up_vol,business,0,82,6,оставить периметр группа предложить хороший цена,VTBR
2023-07-10,"ВТБ в I полугодии увеличил объем вкладов физлиц в юанях в 1,5 раза",1,0,trend,up,business,0,66,8,i полугодие увеличить объем вклад физлицо юань раз,VTBR
2023-08-14,Рахманов ждет ощутимого эффекта от участия ВТБ в финансировании ОСК,-1,0,trend,down,russia,0,67,5,ждать ощутимый эффект участие финансирование,VTBR
2023-08-14,Рахманов ждет ощутимого эффекта от участия ВТБ в финансировании ОСК,-1,0,trend,down,russia,0,67,5,ждать ощутимый эффект участие финансирование,VTBR
2023-08-16,ВТБ с 21 августа повысит базовую ставку по рыночной ипотеке,1,0,trend,up,business,0,59,7,21 август повысить базовый ставка рыночный ипотека,VTBR
2023-08-16,ВТБ с 21 августа повысит базовую ставку по рыночной ипотеке,1,0,trend,up,business,0,59,7,21 август повысить базовый ставка рыночный ипотека,VTBR
2023-08-22,"ВТБ вышел из капитала девелопера ""ПИК"", в котором ему принадлежало 12,4%",-1,1,"trend,volatility",down_vol,business,0,72,5,выйти капитал девелопер пик принадлежать,VTBR
2023-08-24,Глава ВТБ Костин стал председателем совета директоров ОСК,1,0,trend,up,russia,0,57,5,глава стать председатель совет директор,VTBR
2023-10-09,Путин подписал указ о передаче ВТБ 100% акций ОСК,-1,0,trend,down,business,0,49,4,подписать указ передача акция,VTBR
2023-11-21,"Рынок акций РФ превысил 3230п по индексу МосБиржи во главе с ВТБ и ""Северсталью""",0,0,trend,neutral,business,0,80,7,рынок акция превысить п индекс мосбиржи глава,VTBR
2023-12-06,ВТБ прогнозирует возможность возврата к выплате дивидендов по итогам 2025 года,-1,0,trend,down,business,0,78,8,прогнозировать возможность возврат выплата дивиденд итог 2025 год,VTBR
2023-12-06,ВТБ предоставил ОСК бридж-кредит в ноябре-декабре,-1,0,trend,down,russia,0,49,3,предоставить бридж-кредит ноябрь-декабрь,VTBR
2023-12-06,ВТБ прогнозирует возможность возврата к выплате дивидендов по итогам 2025 года,-1,0,trend,down,business,0,78,8,прогнозировать возможность возврат выплата дивиденд итог 2025 год,VTBR
2023-12-06,ВТБ предоставил ОСК бридж-кредит в ноябре-декабре,-1,0,trend,down,russia,0,49,3,предоставить бридж-кредит ноябрь-декабрь,VTBR
2023-12-27,ВТБ обдумывает обратный сплит для удобства акционеров,-1,1,"trend,volatility",down_vol,business,0,53,5,обдумывать обратный сплит удобство акционер,VTBR
2023-12-27,"""Открытие брокер"" 29 декабря начнет переводить активы клиентов в ВТБ",-1,1,"trend,volatility",down_vol,business,0,68,8,открытие брокер 29 декабрь начать переводить актив клиент,VTBR
2023-12-27,Клиенты ВТБ стали больше ездить на поезде и реже летать,-1,1,"trend,volatility",down_vol,business,0,55,7,клиент стать большой ездить поезд редкий летать,VTBR
2024-01-10,"ВТБ и ""Открытие"" начали объединять пенсионные фонды",0,1,"trend,volatility",neutral_vol,business,0,51,5,открытие начать объединять пенсионный фонд,VTBR
2024-02-19,ВТБ подтвердил планы рекомендовать не выплачивать дивиденды за 2023 год,-1,0,trend,down,business,1,71,7,подтвердить план рекомендовать выплачивать дивиденд 2023 год,VTBR
2024-03-12,ВТБ подал иск к Euroclear,0,0,trend,neutral,business,0,25,2,подать иск,VTBR
2024-04-17,ВТБ и JP Morgan обменялись исками в России и США,0,0,trend,neutral,business,0,48,2,обменяться иск,VTBR
2024-04-18,"ВТБ разместил локальные облигации на $0,6 млн в рамках замещения остатка евробондов-2035",1,1,"trend,volatility",up_vol,business,0,88,8,разместить локальный облигация млн рамка замещение остаток евробондов-2035,VTBR
2024-05-06,"ВТБ снизил долю участия в топливозаправочном комплексе ""Пулково""",0,0,trend,neutral,business,0,64,5,снизить доля участие топливозаправочный комплекс,VTBR
2024-05-06,"ВТБ снизил долю участия в топливозаправочном комплексе ""Пулково""",0,0,trend,neutral,business,0,64,5,снизить доля участие топливозаправочный комплекс,VTBR
2024-05-15,"""Открытие"" выплатит ВТБ 14,1 млрд рублей дивидендов за I квартал",-1,0,trend,down,business,0,64,7,открытие выплатить млрд рубль дивиденд i квартал,VTBR
2024-06-04,ЦСКА в 11-й раз выиграл Единую лигу ВТБ,1,1,"trend,volatility",up_vol,https:,0,39,4,раз выиграть единый лига,VTBR
2024-06-13,ВТБ временно приостановит выдачу IT-ипотеки из-за исчерпания лимита,1,1,"trend,volatility",up_vol,business,0,67,5,временно приостановить выдача исчерпание лимит,VTBR
2024-06-13,"ВТБ с 17 июня повысит на 0,5 п.п. базовую ставку по собственным рыночным программам",1,1,"trend,volatility",up_vol,business,0,83,10,17 июнь повысить п п базовый ставка собственный рыночный программа,VTBR
2024-07-16,ВТБ хочет за долги забрать помещения у компании-владельца площадей в Four Seasons,0,0,trend,neutral,business,0,81,6,хотеть долг забрать помещение компания-владелец площадь,VTBR
2024-10-24,"В ВТБ заявили, что банки временно выиграют от повышения ставки ЦБ",-1,1,"trend,volatility",down_vol,business,0,65,6,заявить банк временно выиграть повышение ставка,VTBR
2024-10-28,"Выплаты правлению ВТБ в I полугодии составили 3,2 млрд рублей",0,0,trend,neutral,business,0,61,7,выплата правление i полугодие составить млрд рубль,VTBR
2024-11-26,"В ВТБ заявили, что Банк России недооценивает перенос курса в инфляцию",1,1,"trend,volatility",up_vol,business,0,69,5,заявить недооценивать перенос курс инфляция,VTBR
2025-01-08,ВТБ оспаривает в суде отзыв лицензии у бывшего VTB Bank Europe,0,1,"trend,volatility",neutral_vol,business,0,62,5,оспаривать суд отзыв лицензия бывший,VTBR
2025-01-08,"Бывший глава ""Открытия"" Алексеев продолжит работу в периметре группы ВТБ",0,1,"trend,volatility",neutral_vol,business,0,72,7,бывший глава открытие продолжить работа периметр группа,VTBR
2025-01-08,"ВТБ завершил перевод отделений ""Открытия"" под свой бренд",0,1,"trend,volatility",neutral_vol,business,0,56,5,завершить перевод отделение открытие бренд,VTBR
2025-01-08,ВТБ оспаривает в суде отзыв лицензии у бывшего VTB Bank Europe,0,1,"trend,volatility",neutral_vol,business,0,62,5,оспаривать суд отзыв лицензия бывший,VTBR
2025-01-08,"Бывший глава ""Открытия"" Алексеев продолжит работу в периметре группы ВТБ",0,1,"trend,volatility",neutral_vol,business,0,72,7,бывший глава открытие продолжить работа периметр группа,VTBR
2025-01-08,"ВТБ завершил перевод отделений ""Открытия"" под свой бренд",0,1,"trend,volatility",neutral_vol,business,0,56,5,завершить перевод отделение открытие бренд,VTBR
2025-01-16,ВТБ планирует открыть полноценный дочерний банк в Иране до конца 2025 года,1,1,"trend,volatility",up_vol,business,0,74,8,планировать открыть полноценный дочерний банк конец 2025 год,VTBR
2025-02-17,Набсовет ВТБ 10 марта  рассмотрит избрание Ольги Скоробогатовой первым зампредом банка,-1,0,trend,down,russia,0,86,7,10 март рассмотреть избрание первый зампред банк,VTBR
2025-02-17,Набсовет ВТБ 10 марта  рассмотрит избрание Ольги Скоробогатовой первым зампредом банка,-1,0,trend,down,russia,0,86,7,10 март рассмотреть избрание первый зампред банк,VTBR
2025-02-24,"Правительство назвало АО с правом на заочные ГОСА в 2025 году, среди них Сбербанк, ВТБ",-1,0,trend,down,russia,0,86,6,правительство назвать право заочный 2025 год,VTBR
2025-02-24,ВТБ зарезервировал 154 млрд руб. под кредиты с геополитическим санкционным риском,-1,0,trend,down,business,0,81,7,зарезервировать млрд руб кредит геополитический санкционный риск,VTBR
2025-02-24,"Правительство назвало АО с правом на заочные ГОСА в 2025 году, среди них Сбербанк, ВТБ",-1,0,trend,down,russia,0,86,6,правительство назвать право заочный 2025 год,VTBR
2025-02-24,ВТБ зарезервировал 154 млрд руб. под кредиты с геополитическим санкционным риском,-1,0,trend,down,business,0,81,7,зарезервировать млрд руб кредит геополитический санкционный риск,VTBR
2025-02-27,"Проблемы с сервисами ВТБ, Сбербанка и Т-Банка объяснили сбоем у операторов связи",1,1,"trend,volatility",up_vol,russia,0,80,7,проблема сервис т-банк объяснить сбой оператор связь,VTBR
2025-03-25,"В руководстве ВТБ считают, что ЦБ может приступить к снижению ставки в сентябре",-1,0,trend,down,business,0,79,7,руководство считать мочь приступить снижение ставка сентябрь,VTBR
2025-03-25,"В руководстве ВТБ считают, что ЦБ может приступить к снижению ставки в сентябре",-1,0,trend,down,business,0,79,7,руководство считать мочь приступить снижение ставка сентябрь,VTBR
2025-03-25,"В руководстве ВТБ считают, что ЦБ может приступить к снижению ставки в сентябре",-1,0,trend,down,business,0,79,7,руководство считать мочь приступить снижение ставка сентябрь,VTBR
